reviewer_name,rating,date,review_text
Yandi Novian,3,7 tahun lalu,Tempat kebun apel
Andrean,5,3 tahun lalu,Enak banget
Mhomo Sadega,5,4 tahun lalu,Tempatnya recomended bgt
Santi RSPWC,5,3 tahun lalu,Mantap jaya!!!
Denasha Alfarras,5,6 tahun lalu,Memuaskan...recomended
Sri Darmawati,4,7 tahun lalu,Sangat nyaman dan asyik
Zayyadi ok,4,5 tahun lalu,Tempat yang menarik untuk di kunjungi
Diki Nugraha,5,3 tahun lalu,Bagus banget
Siti Jogja,5,4 tahun lalu,Mas nya ganteng
Dinda Mayyanti,5,7 tahun lalu,Home Industri sangat recomend
tony her,5,6 tahun lalu,petik apel yang mantul
Nunik Dessintawati,4,6 tahun lalu,"Lumayan nyaman, dan enak"
Tia Listiawati,4,6 tahun lalu,
Semoeth Merah,5,9 tahun lalu,Sangat membantu
Agung Waspo Widodo,4,7 tahun lalu,Apelnya manis....
Amri Tambung,5,4 tahun lalu,Mantap aman
Azahra Meifani,5,3 tahun lalu,Apelnya manis
Hadi Suprayitno,5,6 tahun lalu,Enak dan matang
Fransiska Sahara,5,3 tahun lalu,Bapaknya lucu
Susilawaty Hadziq,5,2 tahun lalu,Tempatnya aestetic
Dimas Andika,5,4 tahun lalu,recomended kalo ke batu
Ashter Grof,5,4 tahun lalu,Joosss...murah meriaah....
Astrid Wira Yudha,5,6 tahun lalu,Pelayanan baik
endah rosmanah,5,3 tahun lalu,Wisata sehat..... 😀☺ …
Ahmad Afandi,5,2 tahun lalu,
The jak Aremania,5,4 tahun lalu,Sukses selalu
Dedek Nova Jayanti,5,3 tahun lalu,
Ghi Far,5,3 tahun lalu,
SURYA ARIWIRAWAN,5,7 tahun lalu,Agrowisata kota Batu Malang.
Septy Honesty19,5,3 tahun lalu,Seru banget
Anang_Fauzi080 A,5,2 tahun lalu,
Nasroh Arraziyati,5,2 tahun lalu,Oke bgttttt 👍👍👍 …
Mulyono 13,5,3 tahun lalu,
Budia Ningsih,5,8 tahun lalu,Siiiip.....mantap
meimei _,5,3 tahun lalu,
Mimo Jingga,5,3 tahun lalu,
hanif Gondrong46,5,3 tahun lalu,
Vhandu Laksmana,5,4 tahun lalu,
Reni Sulistyo,4,4 tahun lalu,
Riadi Losari,5,5 tahun lalu,
misbah saja,4,7 tahun lalu,
Hadika Azizul A'la,3,6 tahun lalu,
Firdaus Muhammad,5,7 tahun lalu,
Arfian Player PuBg,1,6 tahun lalu,
Mahisha Rifqi,5,6 tahun lalu,
NdOe Stres,5,6 tahun lalu,
PUTRA ANUGRAH MULTIMEDIA,5,7 tahun lalu,
Ade Cahyanto,5,2 tahun lalu,
Ika Rahma,5,3 tahun lalu,Masya Allah
Ilham Yudi,5,2 tahun lalu,asikkk bangettt🥰🥰🥰🥰🥰🥰🥰 …
Anhye mocha,5,6 tahun lalu,Mantuk dahh
M. Shadow,5,7 tahun lalu,Tempat nyaman
Aris Widjaya,3,5 tahun lalu,
channel gaming *,5,6 tahun lalu,SANGGAT BAGUS
Utomo Apel,5,5 tahun lalu,
Agung Pribadi,5,7 tahun lalu,
SUGENG cobanrondo PRIYANTO,4,6 tahun lalu,
Yanuar Ikwan,5,4 tahun lalu,TOP BGT....
ARIF ALFIANTO,5,3 tahun lalu,Wisata keluarga
aldhito 86,5,4 tahun lalu,sangat asik
Subkhi Sodikin,4,6 tahun lalu,Wisata nyaman
Abdul Haris,5,5 tahun lalu,
Alfan Ogut,5,7 tahun lalu,👍👍👍👍👍👍🍏🍏🍏🍏🍏 …
Indah Kusuma Ayu,2,sebulan lalu,"Saya senang jika saya dapat membantu petani lokal dengan mengunjungi dan membeli produk. Hari ini, ketika kami tiba, mereka memberi tahu kami bahwa kebun apel tersebut memiliki lebih sedikit apel. Jika kami ingin lebih banyak apel, kami harus pergi ke perkebunan lain yang berjarak 5 menit dengan sepeda motor, sementara perkebunan apel yang kami kunjungi terpencil. Tidak tahu mengapa mereka mengarahkan kami ke perkebunan yang kosong. Kami harus membayar 25.000 rupiah per orang untuk mengunjungi perkebunan yang kosong? Bukan hanya kami tetapi beberapa ibu-ibu sebelumnya dan 2 gadis setelah kami.. Jika ada perbaikan, akan lebih baik untuk pariwisata berkelanjutan Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)"
Josemaria Escriva H Wijaya,5,6 tahun lalu,"Suasana di kebun apel sangat asri dan sejuk, terlebih lagi kru yang mengantarkan ramah, banget dan luar biasa, apa lagi kru yang bernama mas endik itu bilang ""dengan kamu segar"" l Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)"
Aldio Alfonso,3,7 tahun lalu,"Kami baru saja memetik apel dan membayarnya kepada pemiliknya. Rasanya biasa saja dan harganya juga tidak istimewa. Tidak banyak aktivitas yang bisa dilakukan di sana. Tidak ada tempat untuk bersantai dan duduk atau restoran yang bagus. Menurutku, lebih baik naik mobil, menikmati pemandangan daripada turun dan memetik apel Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)"
Santi,5,3 tahun lalu,Pengalaman Bagus memilih 🥰🥰🥰 Apple … Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Marsya Zulfia,5,3 tahun lalu,Nikmati harimu😍 #panduanmah … Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Kiki Meryana,5,6 tahun lalu,"Memetik apel sungguh menakjubkan Ada lagi pak Jhony, Pak Pandu dan Pak Endic, asyik banget menjelaskannya Diterjemahkan oleh Google ・ Lihat versi asli (Jawa)"
Yasmine Syamimi Shamhani,5,3 tahun lalu,Mencoba cara baru makan apel segar dan juicy. Alhamdulillah.. ownernya juga sangat perhatian. Kami sangat senang. Terima kasih. - makassar 2021- Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Randy Octa,5,sebulan lalu,Diterjemahkan oleh Google ・ Lihat versi asli (Hindi)
Diana Kwan,5,3 tahun lalu,"Pengalaman menyenangkan, apelnya manis 🍎🍏 … Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)"
Abdul Hakim,5,2 tahun lalu,Petik apel...mas fasih dan komunikatif...entrynya cuma 25rb Diterjemahkan oleh Google ・ Lihat versi asli (Jawa)
makarius marselus,5,setahun lalu,𝚆𝚒𝚜𝚊𝚝𝚊 𝚙𝚎𝚝𝚒𝚔 𝚊𝚙𝚎𝚕 𝚒𝚗𝚒 𝚜𝚊𝚗𝚐𝚊𝚝 �������������������������������������������������������������������������������������������� 𝚖𝚎𝚗𝚢𝚎𝚗𝚊𝚗𝚐𝚔𝚊𝚗 𝚋𝚊𝚐𝚒 𝚙𝚎𝚗�� … Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Shovan Roy,5,7 tahun lalu,Enak banget. Makan sepuasnya. 30.000 rupiah per kilo. Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Adi Kusuma,5,6 tahun lalu,Kuliah apel di Ngalam atau Malang Diterjemahkan oleh Google ・ Lihat versi asli (Jawa)
citra imoet,5,3 tahun lalu,Manis sekali. Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Mangisi Tambunan,5,2 tahun lalu,Ambil apel yang enak di Batu Malang. Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Sri Rahayu,5,3 tahun lalu,Mantaaap apelnya Diterjemahkan oleh Google ・ Lihat versi asli (Telugu)
Lavierra Vousche,5,2 tahun lalu,
Pison Sumali,3,7 tahun lalu,Kami di sini..apel yang enak dan manis Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Sri Yatno,5,8 tahun lalu,Semoga berhasil memetik apel... Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Nur Aprilia S,5,3 tahun lalu,
Bp Jaya,5,7 tahun lalu,Hilangkan Stres...bicarakan tentang anak istri anda Diterjemahkan oleh Google ・ Lihat versi asli (Jawa)
Annisa Karima,4,6 tahun lalu,
Bambang Purwoko,4,6 tahun lalu,Cukup bagus untuk menyegarkan Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Larasati Eka Putri,5,3 tahun lalu,
Titha,5,3 tahun lalu,saya minta maaf Ini sangat menyenangkan >.< Diterjemahkan oleh Google ・ Lihat versi asli (Korea)
Adi Adi,4,8 tahun lalu,"Ya, saya bersedia. Diterjemahkan oleh Google ・ Lihat versi asli (Swahili)"
Lotto Mohammed,4,5 tahun lalu,
Pras Setyooo,5,2 tahun lalu,Ini sangat bagus Diterjemahkan oleh Google ・ Lihat versi asli (Jawa)
rico Hendraa,5,7 tahun lalu,"Segerrrrr, sejuk dan nyaman Diterjemahkan oleh Google ・ Lihat versi asli (Swedia)"
Nurul Khiyaroh,5,setahun lalu,
Putriekaa,5,3 tahun lalu,
munaji sambas,5,3 tahun lalu,
Gizka Aziza,5,4 tahun lalu,
Riana Jati Arsanti,5,3 tahun lalu,
Ndoe Blar,5,3 tahun lalu,
Marchelly Gideon,5,2 tahun lalu,Diterjemahkan oleh Google ・ Lihat versi asli (Melayu)
Fadhlurrahman Azfar,5,3 tahun lalu,Diterjemahkan oleh Google ・ Lihat versi asli (Arab)
Heru Sobri,5,3 tahun lalu,
Anangfauzi A,5,2 tahun lalu,
Joyko 0541,5,4 tahun lalu,
nailil fijjar,1,7 tahun lalu,Diterjemahkan oleh Google ・ Lihat versi asli (Jawa)
Heru Adi,5,2 tahun lalu,"Bagus sekali kelihatannya,, Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)"
sultony ding,4,10 tahun lalu,Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Hafiz Rtd,3,6 tahun lalu,Pengalaman terbaik.. Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
ToMy Intternattional,5,7 tahun lalu,Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
Moryyana,5,setahun lalu,Diterjemahkan oleh Google ・ Lihat versi asli (Tionghoa)
Vera Ajeng,4,7 tahun lalu,Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
nindi nanda,5,4 tahun lalu,"pemandangan yang bagus,, Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)"
Pri Handoko,5,3 tahun lalu,
yenni fransiska,5,2 tahun lalu,Waktu kunjungan
Sulkifli _,5,2 tahun lalu,
Athalia anantha istiqomah,5,3 tahun lalu,
Sby Sby,5,9 tahun lalu,Tempat paling keren Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
dwinova dimas,5,4 tahun lalu,
Wulan Bisay,5,setahun lalu,BERBUAT KAMU LUCU Diterjemahkan oleh Google ・ Lihat versi asli (Vietnam)
arief lukman hakim,4,7 tahun lalu,Memetik apel Diterjemahkan oleh Google ・ Lihat versi asli (Inggris)
MAMA AYU,5,sebulan lalu,
Yustia maharani,4,3 bulan lalu,
Vicha Milani,5,3 bulan lalu,
Farah Izza,5,setahun lalu,
Dian Rahayuningsih,5,setahun lalu,
Salim agus,5,setahun lalu,
Uswatun Khasanah,5,setahun lalu,
Sintha ayu Amelia,5,setahun lalu,
Dyah Astrianti,5,setahun lalu,
MACHMUD ADI SEPTIAWAN,5,2 tahun lalu,
Jumiyanto Jumiyanto,5,2 tahun lalu,
Defa cantik,5,2 tahun lalu,
prabu wijaya,1,2 tahun lalu,
Azira Aulia,5,2 tahun lalu,
Ach Zakariya,4,2 tahun lalu,
Danastri Olivia,2,2 tahun lalu,
zidane rakananta,5,2 tahun lalu,
laurensia octaviani,5,3 tahun lalu,
Ininda Wulang,5,3 tahun lalu,
Icha Ito Tina,5,3 tahun lalu,
Stefani Trixie,5,3 tahun lalu,
Edi Purwanto,5,3 tahun lalu,
Ahmad Ramadhani,5,3 tahun lalu,
titik sundari,1,3 tahun lalu,
maria pirginia,5,3 tahun lalu,
Pascal Adi Nugroho,5,3 tahun lalu,
Izzan Rizaldy,5,3 tahun lalu,
Intan Fajarwati,5,3 tahun lalu,
Santoso Sant,5,3 tahun lalu,
Poppy Yolanda,5,3 tahun lalu,
Hadi Koto,5,3 tahun lalu,
Vivi Cantik,5,3 tahun lalu,
Muhammad Husein,5,3 tahun lalu,
Arief Achmadi,5,3 tahun lalu,
Rini Kusuma Warti,5,3 tahun lalu,
lisayulianti1,5,3 tahun lalu,
Din Antono,5,3 tahun lalu,
windhy ekaswara,5,3 tahun lalu,
khansa kamila,5,3 tahun lalu,
Kholylah Panwas Gudo,3,3 tahun lalu,
Byan Blank,5,3 tahun lalu,
Indra Zuhair,5,3 tahun lalu,
Ina Kurnia,5,3 tahun lalu,
Wiwin Subhekti,5,3 tahun lalu,
riezky megawati,5,3 tahun lalu,
BRAEN Zerofive,5,3 tahun lalu,
Rista Mimin Nur H.,5,3 tahun lalu,
nurma yani,5,3 tahun lalu,
Teguh Purnama,4,3 tahun lalu,
Zumally Channel,4,3 tahun lalu,
Sabrina Sukmawaty Yuharnien,5,3 tahun lalu,
Adelia Maharani,5,3 tahun lalu,
Randy Boyd Official,5,3 tahun lalu,
Kurnia Firdatus Zaifah,5,3 tahun lalu,
Bas Tard,5,3 tahun lalu,
Adi Iswanto,5,3 tahun lalu,
Adi Harianto,5,3 tahun lalu,
WSH Woro Sekar,5,3 tahun lalu,
Sri Mawar,5,3 tahun lalu,
Sri Harsita,5,3 tahun lalu,
Lucky Margaretha,5,3 tahun lalu,
Harisul Anwar,5,3 tahun lalu,
Feanita Mdf,4,4 tahun lalu,
Si Pretty,5,4 tahun lalu,
NSalma Zahira,5,4 tahun lalu,
Rozzy Praptyas,5,4 tahun lalu,
Agoez Kry,3,4 tahun lalu,
Muhammad Amar,5,4 tahun lalu,
ndya aml,5,4 tahun lalu,
RISMADI A-81,5,4 tahun lalu,
Mega Silvya eka nilasari,5,4 tahun lalu,
Mayra Rafitci,5,4 tahun lalu,
Doni Oyonid,4,4 tahun lalu,
Tandy Yunus,5,5 tahun lalu,
winda soraya karunia,5,5 tahun lalu,
Istiara R,5,5 tahun lalu,
Nanik Nurchayati,3,5 tahun lalu,
Mahapurisa Sasta,4,5 tahun lalu,
Rinny,5,5 tahun lalu,
Yuli Ainul Rosita,5,5 tahun lalu,
Ninda Mohenk,5,5 tahun lalu,
arya ferdiansyah11,5,5 tahun lalu,
Francy,4,5 tahun lalu,
Rika Wati,5,5 tahun lalu,
Hidayat WH,5,5 tahun lalu,
arafat lubis,4,5 tahun lalu,
Eki Pratama,5,6 tahun lalu,
Chatarina Suniari,5,6 tahun lalu,
ainy sisca,5,6 tahun lalu,
PETIK APEL GREEN GARDEN,4,6 tahun lalu,
Saido Yahud123,3,6 tahun lalu,
Triyas Kusumawardhani,4,6 tahun lalu,
SUNARKO SUNARKO,4,6 tahun lalu,
Komang Agus,4,6 tahun lalu,
Siti Prasikha,5,6 tahun lalu,
MUHAMMAD NUR HIDAYAT,5,6 tahun lalu,
Bostka Kadun,3,6 tahun lalu,
Sebastyan Wibisono,5,6 tahun lalu,
biben sulaeman,5,6 tahun lalu,
montella david,5,6 tahun lalu,
Mhd Hafiz,5,6 tahun lalu,
Sashary Pramudita,2,6 tahun lalu,
ttomyimelda tm,4,6 tahun lalu,
Abu Agam,4,6 tahun lalu,
hilaatul mila kusnia,5,6 tahun lalu,
Rina Rusiana,5,6 tahun lalu,
Dewa wisata,5,6 tahun lalu,
Bass Ae,4,6 tahun lalu,
Joko Suhendri,5,6 tahun lalu,
Tatang Tom,5,6 tahun lalu,
Aurelia Anggelina,3,6 tahun lalu,
Indah hartati2,3,6 tahun lalu,
bromoxplore,4,6 tahun lalu,
KasNa NbbN,5,6 tahun lalu,
Hasanah St,5,6 tahun lalu,
agita alifia,3,6 tahun lalu,
Adi Sudarmono,5,6 tahun lalu,
ravi kereng,1,7 tahun lalu,
Novia Dewi,5,7 tahun lalu,
Djoko Sri Santoso,3,7 tahun lalu,
Devi Annisa,3,7 tahun lalu,
Muliati Muliati,5,7 tahun lalu,
atox reuw,5,7 tahun lalu,
coirhul anam,4,7 tahun lalu,
yayuk herawati,3,7 tahun lalu,
Aneska Xena,5,7 tahun lalu,
Silvia Monica Rani,5,7 tahun lalu,
rahmawan utomo,4,7 tahun lalu,
Cakman Idi,5,7 tahun lalu,
Pati Rayhan,4,7 tahun lalu,
Windarti Soetedjoputri,4,7 tahun lalu,
Nurul Poluan,3,7 tahun lalu,
Catherina Trilera H. B.,5,7 tahun lalu,
agus rijanto,5,7 tahun lalu,
calysta utomo (Malang.Tour.Travel),5,7 tahun lalu,
architect Interior Maquette,4,7 tahun lalu,
Nisya D Prameita,5,7 tahun lalu,
Artika Dewi Amri,4,7 tahun lalu,
Tia Ayu Hatini,4,7 tahun lalu,
Wien Winarso,3,7 tahun lalu,
A,5,7 tahun lalu,
Galuh Adi Insani,4,7 tahun lalu,
Samuel Wijaya,5,7 tahun lalu,
Ongki Wisnu,5,7 tahun lalu,
Rayhan Farandy,5,7 tahun lalu,
Mas Ucok,5,8 tahun lalu,
Ujank Zoelka,4,8 tahun lalu,
Ruben Celfko,4,8 tahun lalu,
Candra Prasetyo,5,9 tahun lalu,
Jendra Sesoca,1,9 tahun lalu,
