reviewer_name,rating,date,review_text
MOHAMMAD SODIQ,5,2 tahun lalu,"Awalnya, pembuatan Alun-alun Kota Batu dapat dikatakan sebagai pembangunan yang tidak terlalu diseriusi. Pasalnya Lokasi alun-alun berubah menjadi pasar. Hingga pada 1970 an, Kota Batu belum memiliki alun-alun. Baru setelah ada kebakaran besar yang menghanguskan Pasar Batu, pedagang yang menempati pasar yang tidak lain sebagai lokasi alun-alun mau direlokasi di Jalan Dewi Sartika SEMOGA ENJOYY LIBURAN KALIAN😇"
Salsabila Shofia,4,2 tahun lalu,"Malem senin kesitu. Ramee bangettt, parkiran penuh banget sampai harus parkir cukup jauh. Ada bianglala, komidi putar juga. Bayarnya cuma 5k per orang. Bianglala nya muat sampai 4 orang. Masjidnya juga beuhh rame banget, tapi toiletnya cukup nyaman dan bersih. Tempat makan juga banyaakkkk bangettt, pasti kenyang.  1 "
Elvira Yuniarti,5,7 bulan lalu, 
pungki nugroho,5,setahun lalu,"salah satu destinasi di kota batu, sayang seribu sayang bianglala nya ga beroprasi lagi dan hanya jadi pajangan.. untuk parkir kendaraan roda 4 agak susah karena spacenya dikit, kalo parkir motor ada di sebelah barat fasilitas lengkap ada toilet gratis dan disebrang barat ada pujasera  "
Rachma azah,5,sebulan lalu,"Bersih, nyaman, enak duduk sambil bercerita  "
Sara Saraswaty,5,3 tahun lalu,"pintu masuk dan keluar hanya ada 1 pintu, dijaga oleh petugas dan ada scan oeduli lindungi untuk masuk.. Tamannya luas, nyaman, dan asri. Banyak pohon dan tempat duduk. Terdapat pula playground untuk anak-anak yang nyaman dan besar. Ketika malam, lampu-lampuntaman kecil menyala sehingga terlihat bagus. Toilet juga tersedia di bagian tengah dekat playground anak. Tetapi merry go roundndan bianglalanya belum beroperasi  7 "
Richo A. Nogroho,5,4 tahun lalu,"Kalau ke sini rasanya tak lengkap bila belum naik Bianglalanya. Kalau malam Minggu luar biasa antri sampai mengekor ke belakang dekat air mancur. Sarana makin memadai dan kepadatan pengujung kian bertambah. Sekarang nyaris tiap malam ramai, serasa malam Minggu terus. Apalagi area sekitar tambah padar dengan aneka olahan, jajanan, dan kudapan yang menarik dicoba. Buat yang ingin berlibur bersama keluarga cocok sekali. Parkir memadai, sampai overload kalau akhir pekan. Baik itu motor dan mobil. Tinggal memilih di sudut mana saja, banyak tersedia pilihan parkir.  6 "
rizki rachmadan,5,2 tahun lalu,"Alun-alun yang tersedia berbagai macam snack, makanan dan mainan serta tempat cukup bersih meski dekat dengan pasar. Dan ditempat ini aku pertama kali beli lato-lato yang warna warni"
Yasintha Nirmala,5,8 bulan lalu, 
Tommy Halim,4,setahun lalu,"Tempat hiburan masyarakat, banyak jual jajanan dan makanan disekitar sini, agak susah untuk mencari parkir.  "
Zelvia Damayanti,5,setahun lalu, 
Rajin Jaya Las,5,2 minggu lalu,"BARU Bersih,indah,nyaman,bebas asap rokok  "
Nita,4,2 tahun lalu,"Ada playground buat anak² main bikin anak betah main, depan alun² banyak bgt tempat kuliner enak² bgt ,paling fav ngemong bayi sambil kuliner cilok, crepes, jeruk peras, telor gulung..  "
Ferdian PPF,5,2 bulan lalu,Alun alun wisata yang banyak dikunjungi oleh wisatawan yang berkunjung ke kota batu
Agth Elisa,5,2 tahun lalu,"Tempat yang sering muncul di fyp tiktok ku, kesana pas malem minggu jadi rame bgt. Kulinernya lengkap bgt cocok untuk mengisi kegabutan di malam hari, area parkir juga amannn kok :)  "
Mayang,5,2 tahun lalu,"Ini tempat favorit aq sejak masih remaja sampai sekarang udah beranak pinak Untuk kamu kamu yang tinggal diluar kota Batu, perlu kalian tau ini tempat bagus banget buat ngademin kepala hati dan fikiran. Karena apa? Karena ada tempat bermain anak anak, menikmati pemandangan kota batu serta menikmati kuliner yang beraneka ragam dengan harga yang terjangkau Pastikan kalian mampir ya jangan lupa ajak keluarga... Bersih dan menyenangkan Bersih cukup rapi Anjing mah bisa banget cuman jangan dibiarkan tanpa rantai dan pengawasan"
Devi Nur Laili,5,11 bulan lalu,Tempat terfavorit❤ Surga nya kulineran untuk daerah batu.. Banyak jajanan² yang sangat memanjakan mata..dan bikin ngiler.. Paling favorit kalau di alun² batu ya susu nandhi murni nya..lope² bangetttt nggk ada tandingan nya Kalau ke batu aku sarankan buat beli susu di sana..walau antri² tpi dijamin nggk bakal nyesel deh recommended puolll😍👍🏻  2 
Rigel Ghulam Achmad,4,5 tahun lalu,"Tempatnya seru dengan suasana yang sejuk ditambah lagi banyak makanan dan camilan murah disini sehubungan dengan cocid 19 protokol kesehatan sudah diterapkan, ada tanda social distace tempat dudumk diberi jarak, masuk dicek suhu dan diwajibkan pakai masker serta cuci tangan jika tidak akan ditegur petugas. favorit disini biang lala nya, cuma 5ribu sudah bisa naik satu kali putaran  3 "
Eka Damayanti,5,setahun lalu, 
IPOET CHANNEL,5,5 hari lalu,BARU sangat cocok buat bermain anak dan banyak jajanan kuliner disekitar alun2  
Gita Nia.S.,2,7 bulan lalu,"Ketiga kalinya parkir yang di sebelah pojok sini,,Bapak” parkir selalu bilang mbak kembaliannya kurang seribu🫣udah gitu gak pernah di kasih karcis parkir kalau kita gak minta,, Bukan perkara nominal tapi ini gimana konsepnya??? Apa cuma saya yang ngalamin ??? Kalau seperti ini trus kan meresahkan sekali  "
Sofia A,5,3 tahun lalu,"Selalu mengesankan untuk menghabiskan waktu di Alun-alun Kota Wisata Batu, apalagi ketika naik bianglala. Harga murah dan sensasi yang didapat sangat menyenangkan. Bisa melihat city lights dan wilayah sekitarnya dari ketinggian adalah sebuah pengalaman yang menyenangkan. Di sekitarnya juga banyak sekali penjual makanan dan suvenir sederhana. Ada juga penyewaan mobil-mobilan dan scooter yang sedang hits. Penyewaan mobil-mobilan sekali putaran 45ribu/mobil, sedangkan untuk scooter 15ribu/20menit, dan untuk bianglala hanya 5ribu/orang untuk sekali putaran. Untuk masuknya gratis, parkir sepeda motor hanya 2ribu. Sangat recommended untuk penyuka wisata hawa dingin, pecinta kuliner, dan penggemar city lights. Selamat liburan semuanya ✨  "
BENTO LOUHAN FLOWERHORN,5,setahun lalu,Ramah banget badut2nya.sampah2 di luar bak sampah kurang di perhatikan.bagu sekali..kurangnya pemeliharaan kontrol bak sampah di setiap area alun2.
Tegar Anggarida,5,8 bulan lalu,"Tempat yang wajib dikunjungi kalau berwisata ke batu. Wisata anak, wisata kuliner jadi satu disini. Banyan variasi umkm, hiburan live music, cuman kalau weekend pasti ramai crowded  "
Endra Fahrudhi,5,3 minggu lalu,"BARU Pusat Kota Batu, Alun Alun.merupakan rempat titik kumpul wisatawan dan umkm dengan berbagai pilihan kulinernya. Cuman kalau pas liburan susah dapat parkirannya  "
Darma Aditya Nursalam,5,setahun lalu,"Datang pagi pagi ke sini, biar tidak terjebak macet. Dan, sudah seru. Hawa yg tidak terlalu panas dan ada Playground untuk anak anak juga. Sarapan bisa pilih dari banyak gerai di sekitaran alun alun. Bisa naik Dokar wisata juga.  "
willa febri,5,seminggu lalu,BARU  
Indra Arias,5,sebulan lalu, 
Endro Sulistyanto,4,setahun lalu,"kalo malem rame banget banyak jajanan kaki 5 aneka ragam. tinggal pilih mau makan apa ada semua, yg paling legend ketan susu nya disini enak banget  "
Priyanto,4,10 bulan lalu,"Alun2 nya bersih nyaman,sayangnya pas kesana beberapa mainan tidak difungsikan,  "
Erma Irawati,4,2 tahun lalu,"Alun2nya kecil dan dikelilingi tempat kuliner dan pasar yg menjual aneka jajanan. Mostly jajanan korea. Saya mencoba ketan susu, gelato dan bakso malang utk pengalaman kuliner saja, overall tdk ada yg special. Tapi harganya cukup terjangkau Wajib mencoba saat berkunjung ke Batu  "
Syah Filia,5,3 tahun lalu,"Setiap ke batu/malang pasti berkunjung kesini, karena makanan hingga jajanannya enak dan terjangkau. Akses masuknya juga cukup mudah, namun jika hari libur cukup menyulitkan untuk membawa kendaraan karena parkirannya yang padat dan agak sempit khususnya untuk akses motor. Jika ingin memasuki area taman bianglala harus scan peduli lindungi dulu.  "
Awal Fadly,4,3 tahun lalu,"Cukup asri, teduh, tempat persinggahan dikala teriknya matahari di siang hari. Cukup bersih juga. Disediakan juga tempat duduk di sekeliling alun-alun ini. Lokasinya tidak terlalu jauh dari terminal Batu tetapi lumayan bikin sesak nafas juga jika jalan kaki dari terminal tersebut ke tempat ini. 🤣🤣 …  1 "
Amayla Yuan Anggara,5,3 tahun lalu,"First time naik bianglala dan itupun di kota terfavorit :) Cakep pol pemandangannya keliatan ke segala penjuru arah kota batu, harganya cuma 5k aja buat satu kali putaran tapi pelan kok  2 "
Lukman R,5,2 minggu lalu,"Ramaiiiii sekali malam minggu, enak kalo ngajak keluarga harga makanan engga terlalu mahal, masih terjangkauu  "
Benny Setyawan,4,4 tahun lalu,"Sering ke sini kalo ada waktu senggang. Berangkat dari Surabaya sama temen² atau keluarga. Yang jadi favorit tetep ferris wheel alias dromulennya haha. Wajib cobain cuma 5.000 (dulu pernah naik masih 3.000). Makanannya juga enak² dan terjangkau. Dekat masjid, minimarket, ada juga oleh² susu KUD. Bikin betah kalo main ke sini.  "
T W,5,3 tahun lalu,Bagus keren lengkap. Kalo bawa rombongan bisa mampir kesini dulu untuk sholat dan mandi mandi. Tersedia juga air hangat. Masjid nya bagusss bangett. Banyak juga yang jualan makanan di sekitaran masjid dan alun alun kota batu. Cuma cari tempat parkiran ya agak susah apalagi kalo weekend. Soo jangan lupa mampir di tengah kota batu ..  2 
Nana Kristiana,5,4 tahun lalu,"Saat pandemi, datang siang hari udah buka. Cukup rame. Prokes nya jg bagus. Sayang wahana yg berbayar tidak beroperasi. Toilet bersih, parkir jg gampang. Dekat masjid besar dan asyik wisata kuliner murah meriah di dekat alun2. Buat spot selfie juga lumayan keren. Saat pandemi ga ruwet, enak ke sini bersama klrg. Mari datang ke Kota Wisata Batu.. Enjoy your holiday ☺️  "
Neycka,4,3 tahun lalu,"Suasana cukup ramai. Pedagang Kaki Lima yang ada cukup tertib, dikelompokkan dalam satu lokasi tertentu namun masih dalam satu kawasan alun-alun. Diberlakukan satu pintu untuk memasuki area alun-alun,dimana ada permainan didalamnya. wajib masker dan scan code aplikasi Peduli Lindungi. Setidaknya itu yang tertulis dipapan pemberitahuan. Area parkir berada di sekitar kawasan. Memang agak susah untuk mendapatkan spot parkir yang dekat, baik itu untuk kendaraan roda 4 maupun 2. Jadi harus bersabar ya. Tarif yang dikenakan untuk sekali parkir sekitar 5000 rupiah (roda 4). Disekitar alun-alun... Ada berbagai hal unik yang ditawarkan mulai naik kuda atau mengendarai mobil berhiaskan lampu. Jika ingin naik scooter juga bisa. Banyak yang menyewakan, tarif yang dikenakan sekitar 15000 rupiah/20 menit sudah termasuk helmet. Disini kamu bisa jajan bermacam-macam makanan ringan diiringi dengan live music oleh street singer di spot tertentu. Cukup asyik buat nongkrong bersama teman, suasana rekreasi hemat. Cuma untuk penerangan kawasan alun-alun kurang, jadi terkesan gelap. Penyebaran tempat sampah cukup merata di beberapa sudut. Weekdays cukup ramai, apalagi weekend 😜  32 "
syahida purnama,5,8 bulan lalu,"Salah satu pilihan tempat yang cocok buat mengisi waktu libur weekend kalau lagi di Malang, banyak jajanan makanan, baju, dan souvernir khas malang. Lokasi di pusat kota dan dekat dengan masjid  "
Ilham Habib,5,3 tahun lalu,"Pasti hampir semua orang - orang sudah pernah ke Kota wisata Batu. Ada Jatim Park 1, 2 dan 3, ada BNS ( Batu Night Spectacular, ada Museum Angkut, dan masih banyak lagi. Akses menuju Kota Batu setahu saya ada 3 yaitu melalui Singosari, Kota Malang dan Cangar. Paling seru dan indah pasti via cangar, tetapi akses ini sedikit menantang. Tersedia banyak parkir mobil disekitar Alun - Alun Kota Batu, tetapi jika parkir dimasjid hanya sampai jam 11 malam. Setelah itu gerbang Masjid ditutup. Jadi kalo mau berlama - lama, saya sarankan parkir disekitar Alun - Alun. Cukup banyak kok..parkiran mobil yang tersedia disekitar Alun - Alun Alun - Alun ini semakin malam semakin ramai. Jam 7 datang kesini masih banyak orang yang berjualan beraneka makanan dan minuman mulai dari makanan berat hingga ringan. Malam hari padat pengunjung, palagi jika malam minggu. Tapi ketika jam 10 mulai banyak yang tutup, meskipun masih ada beberapa yang buka hingga dini hari mungkin. Berbagai makanan yang ada disini ialah aneka bakaran ( Seafood, sosis, salon,dll ), kacang - kacang an, bakso, sempol, telur gulung, topokki, cimol, kebab, crepes, jasuke, kebab, Ketan Legenda, nasgor, corn dog, dan masih banyak lagi. Minuman yang paling populer disini ialah Susu. Harganya pasti terjangkau, tidak perlu khawatir. Tidak hanya jual makanan dan minuman, juga terdapat penjualan souvenir. Kebersihan tempat ini ""cukup"" bersih, mungkin bisa diperbanyak tempat sampah didalam pasarnya. Dan sayang sekali, karena Pandemi Corona akses Taman di Alun - Alun ditutup. Jadi tidak bisa memasuki Tamannya. Padahal jika normal Taman tersebut penuh warna dan menyenangkan. Semoga pandemi ini segera berakhir. Aamiin...  10 "
Anton Eko Haryadi,4,4 tahun lalu, 
nabilah cholila,5,4 tahun lalu,"Harga makanan sedang. Tidak terlalu murah tapi juga tidak terlalu murah. Standard lah. Saat weekend sangat ramai. Kalau pas malam semakin ramai lagi karena pasar di seberang alun alun buka. Jadi bisa wisata kuliner berbagai macam makanan. Makanan yang disediakan di sana juga sangat lengkap. Mulai dari makanan jajanan seperti cilok, sempol, lok lok berbagai macam bakso dan seafood, lumpia gorengan, hingga berbagai macam makanan berat seperti bakso, mi, nasi goreng, sate maupun lalapan. Cocok dijadikan destinasi kulineran.  1 "
Rizqy Endah,5,8 bulan lalu,"Daya tarik alun2 ini selalu ada, uda 3th an ga kesini, baru kesini kaget, kaki lima nya makin bnyak , kuliner makin aneka ragam, mantul Sayangnya bianglala nya maintenance  "
Dian Qomaria Agustine 09.245 B,5,2 bulan lalu,Ruameeee.... Banyak hiburan banyak kulineran pokoknya seruuu  
Anugerah Tri,5,4 bulan lalu,"Tujuan utama setelah capek keliling kota batu, banyak kuliner enak mulai dari camilan sampai makanan berat..  1 "
Shyntia Wardana,5,3 tahun lalu,"Wisata kulinernya semakin banyak dan tertata.. Menunya bikin ngiler semua.. Ada mainan scooter baru yg sll antri klo mau naik.. Saya sewa di tempat gelato MM. Sambil nungguin anak2, sambil menikmati ice cream..  "
siti nuramaliyah,5,2 tahun lalu,"Kalo ke batu dan lagi pengen cari street food wajib kesini sih. Harga makanan termasuk murah, alun alun nya juga luas. Apalagi dekat dengan masjid.  "
Raudlatul Faizah,5,3 tahun lalu,"Alun-alun paling rame yg pernah ada, setahu saya. Padahal bukan malam minggu. Alun-alunnya punya atraksi bianglala buka sekitar jam 8 pagi sampe 9 malam. Ada pasar makanan malam hari di sebelah alun2. Bisa buat cari jajanan buat sarapan (pecel, telur gulung, susu segar dll) ato camilan malam (gurita bakar, takoyaki, pos ketan, strawberry segar, sate dll). Kemari pas masih musim liburan dan sungguh rameee...  "
luki laps,5,10 bulan lalu, 
Khoirida Rohmah,5,4 tahun lalu,"Tempat nya sejuk,. Bersih, banyak makanan dan minuman Pemandangan bagus. Apalagi kalau malam. Makin malam makin ramai. Semoga pandemic segera berakhir agar semuanya normal kembali  "
Eric Juanto,5,3 tahun lalu,"Di pagi hari pocong sudah ada aja,, pocongnya alay banget sok akrab dan sok dekat, semua orang terutama ladies disapa besti.. Alun-alunnya buka pada pukul 08.00 Saat kami kesana pada pukul 07.00 alun-alunnya belum buka, sehingga kami sangat kecewa, rasanya jambak rambut si pocong tapi apa daya kami dan pocong sudah terlanjur dekat,, alhasil disana kami hanya membeli sarapan dan susu murni yang berada disamping alun-alun kota Batu malang Jawa Timur.  1 "
Andy Tri Setiawan (Agitlucu),5,sebulan lalu,"Lokasi dan suasananya nyaman, disekitar banyak pilihan lokasi makanan dan minuman, ruang publik bebas rokok mantap, Ada lokasi bermain anak2"
Primahapsari Amalia Rahmanti,4,2 tahun lalu,"Mau sekedar jalan2 menikmati pemandangan sekitar, kulineran, atau nongkrong sejenak, rasanya pas banget alun2 ini jadi jujukannya apalagi buat bawa keluarga untuk piknik ato mengajak anak2 untuk bermain, ada wahananya kok 😍 tiket paling pagi dibuka dr jam 8 pagi... …  "
Tikno Chandra,4,3 tahun lalu,"Alun alun kota Batu begitu istimewa menurut saya, karena di lengkapi berbagai fasilitas utamanya bianglala yang menjadi daya tarik pagi para pengunjung, tamanya juga cukup asri. Fasilitas toilet umum juga ada di alun alun ini dan juga sarana bermain untuk anak anak. Untuk kulinernya di sekitar alun alun juga patut di coba dengan aneka makanan yg super lezat. Alun alun cukup strategis sobat karena terletak di jatungnya kota Batu. Wisata yang murah meriah dan ramah di kantong, so sobat jejakan langkah kakimu di sini dan semoga hari harimu menyenangkan. Selamat berlibur.😀👍  5 "
Ade Puspita Sari,4,5 tahun lalu,"Alun-alun batu pusat hiburan warga batu yang ramah bagi keluarga, anak muda, bahkan manula. Pusat wisata kuliner terlengkap dan murah meriah, banyak pilihan kuliner dari makanan ringan sampai makanan berat, untuk hiburan keluarga juga tersedia wahana bermain anak-anak , delman dan yang mau coba menunggang kuda juga ada. Untu parkir juga luas dan aman. Lokasi juga dekat dengan masjid.  1 "
Inge Angelia,4,setahun lalu,"Kesana ajak temen yang bawa anak, sayang bianglala nya rusak belum diperbaiki, untungnya masih ada kuda. Jadi bisa naik kuda dan sudah happy , walaupun cuma sebentar durasinya biaya cuma Rp. 15.000 Selanjutnya cuma makan dan pulang  "
Mochamad Erik Fabian,5,setahun lalu,"Nama alun alun berasal dari bahasa Jawa yang memiliki arti sebagai tempat yang luas dan lebar, sedangkan lor merupakan bahasa Jawa dari Utara. Sehingga jika diterjemahkan secara literal, tempat wisata ini adalah tanah lapang yang terletak di sebelah utara keraton."
Fauzi Zi,5,2 tahun lalu,"Tempatnya bagus, Pagi siang sore ataupun malam tetep bagus dan rame, Pusat kuliner banyak banget super lengkap tinggal milih, dari yg bakar goreng atau kuah Dari makanan ringan sampai berat Untuk parkir motor bayar 2rb ajaa.. Bisa juga naik wahana bayar 5rb ajaa untuk anak dibawah 3th gratis. Ada playground nya juga lumayan lengkap dan anak anak seneng banget  6 "
Dhewi Aris,4,4 tahun lalu,"Pada hari Minggu rame .... Banyak org2 berjalan bersama keluarga , tidak hanya wisatawan luar kota warga asli kota batu pun banyak yg berjalan jalan d alun2 KWB.. Ada juga Playground sarana bermain untuk anak2..  "
Males Kerja,5,setahun lalu,"Kids n baby friendly, adem juga disini. Ada bianglala juga, sekitar alun2 banyak bgt yg jualan jajanan, bisa naik kuda juga. Berharap bgt di jogja ada byk tempat ginian, taman bermain yg ramah anak2 😍😍  "
Esti Proborini,5,setahun lalu,Alun2 kota batu. Tempat wisata murah meriah dan enak buat kumpul2 weekend. Klo laper ada tempat wisata kuliner yg nempel dengan harga terjangkau. Lengkap lah buat healing tipis2 dengan low budget...  
Firda Ely,5,2 tahun lalu,"Ramee sekali kalau sabtu dan minggu. Banyak mobil/bus wisata dari luar kota yang berdatangan, untuk sekedar ke masjid maupun ke alun-alun. Banyak sekali tempat kuliner di semua sisi alun-alun mulai dari bakso, kopi, es, ayam, jajanan, susu dan lain-lain. Nggak ada pengamen di dalam alun-alun, kalau di luar banyak. Dan cukup bersih, meskipun kadang ada orang yg buang sampah sembarangan.. Hanya saja pintu yang dibuka sepertinya hanya sisi timur saja. Jadi harus muter dulu kalau mau masuk maupun keluar.  2 "
Iskandar CANAL 21,5,5 bulan lalu,"Malem jadi meriah, bisa main mobil odong2, beli jajanan dll  "
Budiono Darmadji,5,2 bulan lalu,"Kalau mau cuci mata, jalan kaki, sambil menikmati susu segar hangat di pagi hari di sini tempatnya  "
Yogi Satrio Wibowo,5,setahun lalu,"Batu, 5 Maret 2022 Halo sahabat Om Yogiee, Yuk ikutin perjalanan kami traveling di Alun2 Kota Batu. Disini banyak penjual makanan untuk penggemar wisata & kuliner. Dijamin bingung milih kedai mana saja yang akan dikunjungi dan kuliner apa saja yang akan dicicipi. Yuk kesini ??? Gaaaas !!! Video lengkap di Youtube Om Yogiee  2 "
Mas Iponk,4,2 tahun lalu, 
Yuli Peo,5,3 minggu lalu,BARU Tempat cari jajanan beraneka ragam  
Ariadna Putri,5,7 bulan lalu,Banyak aneka jajan yang tersedia di sekitar Alun-Alun ..  
Hafidh Chru,4,3 tahun lalu,"Alun-alun rasa wisata. Kesini waktu jam 10, sudah puanas banget. Masuk kesini harus menunjukkan kartu vaksin, pintu masuk dan keluar jadi one gate di pintu sebelah selatan, meski begitu alun-alun tetap ramai. Naik bianglala tetap bayar 5000, sama seperti pertama kali naik bianglala tahun 2014. Anak 3 tahun keatas bayar tiket penuh. Wahana naik kuda-kudaan untuk anak usia 2-10 tahun, dengan tiket 5000 juga. Kios-kios disekitar alun-alun juga sudah mulai buka, namun jajanan disini tergolong mahal guys.  6 "
Hanif M,5,3 tahun lalu,"Setelah diperbaiki, alun alun jadi enak lagi. Beberapa sarana pendukung direvitalisasi dan diganti baru. Wahana Ferrris wheel, Komedi putar, Children Playground, Wahana air mancur. Tarif Ferrish wheel dan Komedi putar Rp 5.000 lainya gratis. Tempat cocok untuk nongkrong sambil bawa anak-anak  5 "
nabil 85,5,3 bulan lalu,"Tempatnya mengasikkan. Ada Playground-nya. Ada kulinernya, dsb."
Dewi Susilawati,5,3 tahun lalu, 
Jalaluddin Rumi,5,3 tahun lalu,"      3 tahun lalu Tempat yang wajib dikunjungi kalo ke batu Sayangnya weekday maupun weekend rame Kalo weekend harus sabar cari parkiran ya karna rame banget Kalo kesini harus banget cobain sempol sm naik scooter dan bianglala, susu dan ketan juga. Sepeda parkir 3k mobil 5k Deket masjid juga jadi enak bagi yang muslim kalau mau beribadah  2 "
Risky Andriani,4,setahun lalu,"sering bgt ke sini kalo lagi gatau mau kemana hihi. banyak tempat makan, tempat buat duduk, santai, jajanan juga enak enak harga pas kantong jugaa.. Cmn sayangnya klo mau duduk di kyk trotoar gt masih banyak pengemis, tapi klo di temannya dah aman bgt  "
Tegar Adiwijaya,5,setahun lalu,Salah satu tempat wisata favorite dan gratis.. Wisatanya sangat lengkap karena ada playground yg banyak permainan untuk anak-anak.. Kemudian banyak badut-badur mulai dari robot dan aneka kartun anak-anak.. Ada banyak wisata kuliner mulai dari kuliner lokal sampai kuliner luar negeri.. Tempat ini cocok untuk keluarga dengan anak- anak kecil maupun pasangan muda mudi..  
Yulianti -,5,6 bulan lalu,Taman bersih. Tempat ramah anak dan orang tuam Banyak permainan anak anak dan pasar malam
Andi Makka,4,setahun lalu,"Alun-alun Batu lumayan cukup bersih, tempat wisata yang gratis, di area sekitar banyak kuliner, di sebrang alun2 terdapat masjid Raya Kota Batu  "
Farid Muhammad Iqbal,3,11 bulan lalu,"Pemberhentian pertama ketika ke kota batu untuk sekedar ngopi atau nongkrong, di area sekitar banyak yg jualan makanan dan minuman.  "
yani adellia26,5,setahun lalu,"Pertama kesini diajak pacar aku Agustus 2022 dan ke2 Juni 2024 sama orang yang sama ❤️🤣🤣 tolong doakan semoga langgeng dan dilancarkan semuanya ya teman"" terima kasih 🙏🙏 …  1 "
Manara Qudsiya,5,4 tahun lalu,"Tempat yang asik untuk jalan-jalan dan wisata kuliner Cocok untuk menghabiskan waktu bersama keluarga, pasangan, teman atau sahabat Tersedia banyak sekali makanan, camilan, dan minuman Yang menurut saya istimewa dari tempat ini dan membuat saya rela kembali lagi dan lagi karena tempatnya bersih, tertata dengan rapih, makanannya pun sama sekali tidak mahal dan standar walaupun berlokasi di kota wisata Para UMKM tidak mengetok harga yang tidak wajar hanya karena kota wisata Sehingga pengunjung tidak kapok untuk kembali berlibur kesini Kalau tidak mau wisata kuliner juga bisa menikmati gemerlap lampu-lampu di alun-alun kota sambil duduk di kursi-kursi yang disediakan loh  "
boge lukman,4,setahun lalu,Alun-alun yg sangat memanjakan bagi para wisatawan yg berkunjung di kota batu. Disekitar alun-alun banyak terdapat puluhan pedagang yg memanjakan lidah bagi yg ingin berwisata kuliner  
Mika Pramudia,5,setahun lalu,"Di dalam alun alunnya bebas asap rokok, jadi lebih nyaman dan segar udaranya. Namun begitu pengunjung telah disediakan area merokok.  "
Riyanto Riyanto,4,2 tahun lalu,Area publik untuk wisata sore hari..udara sejuk dan ada beberapa permainan keluarga..banyak juga warung dan resto yg menjual makanan sambil duduk santai di trotoar..  
ughora ughora,3,10 bulan lalu,"Masalah klasik untuk di tmpat wisata yaitu lahan parkir, ada bbrpa oknum yg menarik parkir sangat mahal, bahkan disamakan dengan harga tarif bus mini atau elf contoh nya di plaza batu yg ditarik tarif 10.000 weekend dengan dalih di karcis seperti itu, padahal dengan hari weekend jg parkir di bebek H. Slamet hanya 5000 sesuai perda parkir di batu, semoga batu semakin baik lagi terutama masalah lahan parkir, jangan hanya segelintir oknum citra batu jd tdk baik. Terima kasih  "
toni wira,5,6 bulan lalu,sangat banyak pilihan makanan harga juga sangat murah sangat cocok untuk dikunjungi pada malam hari  
Halza Kurniawan,4,5 tahun lalu,"Tempatnya bersih, baik, dan juga nyaman Kekurangannya adalah tempat duduk, banyaknya pengunjung duduk di tempat yang seharusnya tidak bijak untuk di dudukki. Untuk yang wisatawan luar kota lebih disarankan ke Museum Angkut, setelah selesai dari museum angkut,paralayang dll, setelah tempat-tempat wisata itu, baru deh kalian kesini untuk istirahat dan mengisi perut dengan Foods Street disini. Untuk anak-anak dari luar kota malang. Yang dikediri dll cobain deh keliling batu, kotanya sejuk dan nyaman.  1 "
Tridilawang,5,setahun lalu,Tempat yang baik untuk santai bersama keluarga banyak fasilitas disana baik kulinernya dan tamannya sangat baik untuk healing di weekend....  
Ndie Ndiemana,5,setahun lalu,"Saya orang diluar Jawa Timur kedudukannya, tapi saya sangat tertarik dengan tatakota dan kebudayaan dan pemberdayaan sumber daya di Jawa Timur yang Mampu menyerap tenaga kerja lokal untuk di jadikan wisata dan menarik pariwisata dari luar. Kota batu Malang sangat ok.  "
nesia tan,4,setahun lalu,"Wisata malam hari cukup ramai dan banyak penjaja makanan. Ada ruang hijau, playground gratis, kamar mandi, beberapa kursi untuk duduk. Ada anak² pun masih juga byk yang merokok. Sayang juga bianglalanya tak beroperasi..  "
Nikmatul Azizah,5,2 tahun lalu, 
Husnawati Zahrah,5,2 tahun lalu,"Asik banget buat nongki, meskipun di tengah kota tapi suasannya tetep khas banget gak yang bising. Deket masjid pula. Ttng jajanan tinggal pilihh... Bnyak bangeet...  "
Radmi Note8,5,setahun lalu,"Tempat yang bagus dan tertata rapi, serta memiliki ketertiban didalamnya, meskipun ada kekurangan sedikit dimana pada area luar atau sekitarannya masih terlalu gelap dan butuh tambahan lampu penerangan Sudah sangat bagus dan baik Mungkin untuk area piknik seikit di perhatikan terutama tempat duduk yang kadang kotor karena sampah sembarangan dari pengunjung sebelumnya  "
Haris Muliyawan,5,2 tahun lalu,Assalamu'alaikum Kemarin kesini ramai sekali.. Setiap hari rame kalau malam disni.. Banyak wisata kuliner foodcourt disini.. Tapi pengamen nya gak berhenti2  1 
Irfan Tebe,4,5 bulan lalu,"Lokasi ini merupakan tempat hang out bagi warga malang, berlokasi dipusat kota tersedia beraneka ragam toko dan juga bebagai tempat makan baik di gedung ataupun gerobak atau tenda."
